B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,Group
-80,-200,-200,-200,-84,-200,-200,-89,-72,-90,-200,-200,-88,-200,-200,9
-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-79,-84,18
-200,-200,-200,-200,-68,-200,-200,-78,-84,-200,-200,-200,-86,-200,-200,8
-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-79,-84,18
-91,-200,-200,-200,-200,-93,-75,-200,-73,-86,-200,-200,-82,-200,-200,10
-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-87,-96,-200,-200,-200,4
-87,-200,-200,-200,-89,-200,-97,-88,-79,-86,-200,-200,-73,-200,-200,23
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-74,-200,-200,-200,-200,-200,-90,-200,-94,-200,-200,-200,-200,-200,-200,17
-200,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,19
-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-84,-200,-200,6
-200,-200,-200,-200,-87,-200,-200,-93,-92,-87,-200,-200,-64,-200,-200,22
-79,-200,-200,-200,-90,-88,-85,-92,-82,-85,-200,-200,-89,-94,-91,16
-79,-200,-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-87,-200,-95,7
-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-76,-200,-200,11
-92,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-85,-200,21
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-91,-200,-200,-88,-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,1
-82,-200,-200,-200,-87,-200,-200,-86,-56,-84,-200,-200,-87,-200,-200,9
-80,-200,-200,-83,-200,-200,-200,-200,-94,-200,-72,-94,-200,-200,-200,13
-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-83,-86,-200,-200,-200,4
-78,-200,-200,-200,-90,-200,-200,-200,-73,-79,-200,-200,-76,-200,-200,23
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-94,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-82,-200,-200,6
-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-76,19
-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-89,-200,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-74,-86,-200,18
-81,-200,-95,-200,-200,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,7
-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-79,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,5
-87,-200,-200,-85,-200,-200,-200,-200,-200,-200,-82,-82,-200,-200,-200,15
-200,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,21
-78,-200,-200,-200,-200,-91,-74,-200,-81,-94,-200,-200,-84,-200,-200,10
-89,-200,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-74,-86,-200,18
-200,-200,-200,-200,-68,-200,-200,-88,-77,-200,-200,-200,-71,-200,-200,8
-76,-200,-200,-200,-88,-200,-200,-91,-63,-90,-200,-200,-200,-200,-200,9
-66,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,17
-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,4
-90,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-83,6
-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-81,-200,-200,11
-78,-200,-200,-200,-88,-200,-200,-90,-79,-84,-200,-200,-72,-200,-200,23
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,1
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-80,19
-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-89,-200,-200,-85,-200,-200,-200,-200,-94,-200,-73,-94,-200,-200,-200,13
-81,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,7
-81,-200,-200,-200,-85,-200,-200,-88,-63,-84,-200,-200,-86,-200,-200,9
-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-65,-200,-200,-200,-200,-200,-87,-200,-200,6
-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-88,-85,-200,-200,-200,4
-200,-200,-200,-200,-80,-200,-200,-92,-96,-89,-200,-200,-63,-200,-200,22
-89,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-71,-77,-85,18
-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-74,-200,-200,-200,-88,-200,-200,-88,-78,-85,-200,-200,-68,-200,-200,23
-86,-200,-200,-200,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,5
-81,-200,-200,-200,-200,-88,-80,-93,-89,-90,-200,-200,-83,-200,-200,10
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-89,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-71,-77,-85,18
-84,-200,-200,-200,-94,-87,-75,-90,-67,-81,-200,-200,-86,-94,-91,16
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-84,-200,21
-82,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,17
-200,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-200,-73,19
-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-92,-200,-83,7
-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,14
-81,-200,-200,-200,-88,-200,-200,-200,-61,-88,-200,-200,-87,-200,-200,9
-200,-200,-200,-200,-200,-200,-92,-83,-88,-200,-200,-200,-76,-200,-200,11
-91,-200,-200,-92,-200,-200,-200,-200,-200,-200,-87,-90,-200,-200,-200,15
-92,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,1
-200,-200,-200,-200,-74,-200,-200,-70,-75,-200,-200,-200,-85,-200,-200,8
-200,-200,-200,-200,-200,-200,-57,-200,-200,-200,-200,-200,-89,-200,-77,6
-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-83,-85,-200,-200,-200,4
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-89,-200,-200,-200,-89,-200,-200,-89,-80,-80,-200,-200,-73,-200,-200,23
-86,-200,-200,-92,-200,-200,-200,-200,-200,-200,-72,-85,-200,-200,-200,13
-84,-200,-200,-200,-95,-94,-74,-91,-73,-82,-200,-200,-82,-94,-91,16
-89,-200,-200,-200,-200,-100,-74,-200,-200,-200,-200,-200,-200,-200,-75,21
-82,-200,-94,-93,-200,-200,-200,-200,-200,-200,-200,-200,-88,-200,-85,7
-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-79,19
-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-82,-200,-200,-200,-92,-200,-200,-80,-68,-96,-200,-200,-89,-200,-200,9
-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-80,-200,-200,18
-200,-200,-200,-200,-200,-200,-58,-200,-200,-200,-200,-200,-200,-200,-81,6
-86,-200,-200,-200,-92,-200,-81,-200,-81,-90,-200,-200,-92,-200,-200,10
-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-80,-200,-200,18
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-86,-86,-200,-200,-200,4
-70,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,17
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-77,-200,-200,-200,-90,-200,-200,-91,-75,-81,-200,-200,-70,-200,-200,23
-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-89,-200,21
-85,-200,-200,-200,-92,-86,-83,-91,-71,-82,-200,-200,-82,-94,-91,16
-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-93,14
-200,-200,-200,-200,-200,-200,-200,-83,-85,-92,-200,-200,-77,-200,-200,11
-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,1
-80,-200,-92,-92,-200,-200,-200,-200,-200,-200,-200,-200,-90,-200,-82,7
-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-86,19
-200,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-78,6
-86,-200,-200,-200,-200,-200,-200,-91,-68,-85,-200,-200,-90,-200,-200,9
-91,-94,-200,-86,-200,-200,-200,-200,-90,-200,-71,-88,-200,-200,-200,13
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-69,-200,-200,-71,-92,-200,-200,-200,-80,-200,-200,8
-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-83,-92,-200,-200,-200,4
-91,-200,-200,-83,-200,-200,-200,-200,-200,-200,-84,-87,-200,-200,-200,15
-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-82,-200,-200,-200,-86,-200,-97,-88,-73,-79,-200,-200,-67,-200,-200,23
-81,-200,-200,-200,-88,-86,-72,-95,-74,-80,-200,-200,-82,-94,-91,16
-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-85,-200,-200,-89,-94,-93,-200,-200,-57,-200,-200,22
-200,-200,-200,-200,-200,-200,-77,-200,-91,-200,-200,-200,-200,-200,-200,21
-81,-200,-200,-200,-200,-89,-76,-200,-70,-90,-200,-200,-84,-200,-93,10
-200,-200,-200,-200,-200,-200,-74,-200,-92,-200,-200,-200,-81,-77,-200,18
-69,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,5
-83,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-90,-200,-82,7
-200,-200,-200,-200,-200,-200,-62,-200,-200,-200,-200,-200,-91,-92,-79,6
-200,-200,-200,-200,-200,-200,-74,-200,-92,-200,-200,-200,-81,-77,-200,18
-200,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-82,19
-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,17
-86,-200,-200,-200,-95,-200,-200,-84,-63,-89,-200,-200,-87,-200,-200,9
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-86,-86,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,1
-200,-200,-200,-200,-88,-200,-200,-85,-91,-200,-200,-200,-74,-200,-200,11
-86,-200,-200,-200,-88,-95,-81,-91,-72,-85,-200,-200,-85,-94,-91,16
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-84,-200,-200,-200,-92,-200,-200,-94,-75,-79,-200,-200,-70,-200,-200,23
-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-87,-200,21
-83,-200,-200,-74,-200,-200,-200,-200,-200,-200,-74,-76,-200,-200,-200,13
-87,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200,-89,-200,-200,6
-82,-200,-86,-93,-200,-200,-200,-200,-200,-200,-200,-200,-89,-200,-85,7
-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-90,19
-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-86,-200,-200,-200,-91,-200,-200,-80,-58,-94,-200,-200,-87,-200,-200,9
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,4
-78,-200,-200,-200,-200,-82,-82,-200,-88,-200,-200,-200,-92,-200,-200,10
-200,-200,-200,-200,-64,-200,-200,-70,-87,-200,-200,-200,-86,-200,-200,8
-200,-200,-200,-200,-200,-88,-83,-200,-200,-200,-200,-200,-79,-200,-200,18
-70,-200,-200,-200,-200,-200,-88,-200,-87,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-81,-200,-200,-200,-200,-200,-92,-94,-73,-78,-200,-200,-75,-200,-200,23
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-200,-200,-88,-83,-200,-200,-200,-200,-200,-79,-200,-200,18
-87,-200,-200,-88,-200,-200,-200,-200,-200,-200,-84,-87,-200,-200,-200,15
-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,-200,17
-86,-200,-200,-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,6
-85,-200,-200,-200,-92,-94,-81,-91,-75,-86,-200,-200,-83,-94,-91,16
-86,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-88,-200,-82,7
-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-75,-200,-200,11
-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-93,19
-76,-200,-200,-200,-81,-200,-200,-82,-59,-87,-200,-200,-84,-200,-200,9
-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-84,-86,-200,-200,-200,4
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-80,-92,-200,-74,-200,-200,-200,-200,-200,-200,-77,-85,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-87,-84,-200,21
-200,-200,-200,-200,-83,-200,-200,-90,-93,-95,-200,-200,-62,-200,-200,22
-85,-200,-200,-200,-91,-87,-81,-91,-75,-88,-200,-200,-83,-94,-91,16
-91,-200,-200,-200,-200,-200,-59,-200,-200,-200,-200,-200,-200,-200,-200,6
-84,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-84,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-82,-200,-86,-200,-200,-200,-93,-200,-200,-200,-200,-200,-90,-200,-80,7
-78,-200,-200,-200,-200,-88,-73,-200,-83,-200,-200,-200,-88,-200,-200,10
-200,-200,-200,-200,-200,-93,-81,-200,-89,-200,-200,-200,-79,-76,-200,18
-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-85,-200,-200,-200,-87,-200,-200,-78,-58,-86,-200,-200,-83,-200,-200,9
-78,-200,-200,-200,-200,-200,-91,-93,-75,-77,-200,-200,-69,-200,-200,23
-70,-200,-200,-200,-200,-200,-200,-200,-97,-200,-96,-200,-200,-200,-200,17
-200,-200,-200,-200,-200,-93,-81,-200,-89,-200,-200,-200,-79,-76,-200,18
-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-84,-87,-200,-200,-200,4
-83,-200,-200,-200,-91,-84,-77,-92,-74,-86,-200,-200,-87,-94,-91,16
-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-200,-71,-200,-200,-77,-75,-200,-200,-200,-87,-200,-200,8
-82,-200,-200,-200,-85,-200,-200,-93,-73,-79,-200,-200,-70,-200,-200,23
-95,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-92,-200,6
-200,-200,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-94,14
-88,-200,-200,-87,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,1
-200,-200,-200,-200,-93,-200,-200,-86,-200,-92,-200,-200,-75,-200,-200,11
-200,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-88,19
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-93,-200,-200,-90,-200,-200,-200,-200,-200,-200,-86,-91,-200,-200,-200,15
-200,-200,-84,-92,-200,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,7
-81,-200,-200,-77,-200,-200,-200,-200,-200,-200,-73,-84,-200,-200,-200,13
-78,-200,-200,-200,-87,-200,-200,-84,-59,-83,-200,-200,-86,-200,-200,9
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-90,-200,-200,-200,-89,-92,-83,-91,-70,-81,-200,-200,-90,-94,-91,16
-92,-200,-200,-89,-200,-200,-200,-200,-200,-200,-95,-87,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-89,-78,19
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-78,-200,-200,-200,-200,-84,-77,-200,-84,-89,-200,-200,-200,-200,-93,10
-80,-200,-200,-200,-86,-200,-200,-91,-78,-80,-200,-200,-68,-200,-200,23
-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-88,-200,18
-74,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,22
-81,-200,-88,-200,-200,-200,-93,-200,-200,-200,-200,-200,-91,-200,-85,7
-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-88,-200,18
-84,-200,-200,-200,-85,-200,-200,-87,-62,-90,-200,-200,-83,-200,-200,9
-88,-200,-200,-84,-200,-200,-200,-200,-200,-200,-77,-90,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-200,-200,-200,-91,-83,-89,-200,-200,-200,-80,-200,-200,11
-89,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-88,-77,19
-97,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-78,6
-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-84,-92,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200,-200,-200,-85,-200,21
-80,-200,-200,-200,-91,-84,-83,-95,-70,-84,-200,-200,-89,-94,-91,16
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-83,-200,-200,-200,-89,-200,-94,-200,-75,-80,-200,-200,-68,-200,-200,23
-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-65,-200,-200,-76,-75,-200,-200,-200,-70,-200,-200,8
-84,-200,-200,-85,-200,-200,-200,-200,-91,-200,-72,-78,-200,-200,-200,13
-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-92,-94,-94,7
-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-88,-200,-200,-88,-200,-200,-200,-200,-200,-200,-83,-90,-200,-200,-200,15
-88,-200,-200,-200,-84,-200,-200,-95,-68,-89,-200,-200,-85,-200,-200,9
-82,-200,-200,-200,-200,-78,-84,-200,-82,-200,-200,-200,-89,-200,-200,10
-200,-200,-200,-200,-200,-200,-56,-200,-200,-200,-200,-200,-200,-200,-81,6
-82,-200,-200,-200,-200,-90,-72,-200,-200,-200,-200,-200,-200,-200,-90,21
-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-89,-89,-200,-200,-200,4
-78,-200,-200,-200,-88,-87,-77,-95,-71,-87,-200,-200,-84,-96,-91,16
-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-90,19
-200,-200,-200,-200,-200,-91,-70,-200,-200,-200,-200,-200,-83,-84,-90,18
-79,-200,-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-86,-200,-200,-200,-89,-200,-95,-94,-81,-80,-200,-200,-70,-200,-200,23
-80,-200,-200,-200,-200,-200,-200,-200,-90,-200,-97,-200,-200,-200,-200,17
-200,-200,-200,-200,-200,-91,-70,-200,-200,-200,-200,-200,-83,-84,-90,18
-85,-200,-200,-89,-200,-200,-200,-200,-200,-200,-72,-85,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-86,-91,-200,-200,-200,-200,-200,-200,-200,-200,-88,-200,-93,7
-200,-200,-200,-200,-200,-200,-200,-82,-91,-200,-200,-200,-74,-200,-200,11
-80,-200,-200,-200,-90,-200,-93,-80,-72,-85,-200,-200,-89,-200,-200,9
-200,-200,-200,-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200,-80,6
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-79,-200,-200,-200,-91,-88,-77,-92,-66,-86,-200,-200,-84,-96,-91,16
-90,-200,-200,-84,-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,4
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-85,-200,-200,-74,-200,-200,-200,-200,-200,-200,-73,-84,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-93,-80,19
-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,20
-89,-200,-200,-200,-88,-200,-94,-92,-84,-81,-200,-200,-72,-200,-200,23
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,20
-200,-200,-200,-200,-68,-200,-200,-70,-88,-200,-200,-200,-70,-200,-200,8
-80,-200,-200,-200,-200,-99,-76,-200,-79,-200,-200,-200,-95,-200,-200,10
-88,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,7
-91,-200,-200,-200,-84,-200,-200,-89,-90,-88,-200,-200,-61,-200,-200,22
-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-88,18
-72,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,5
-87,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200,-200,-200,-81,6
-75,-200,-200,-200,-88,-200,-91,-93,-64,-91,-200,-200,-88,-200,-200,9
-78,-200,-200,-200,-200,-200,-200,-200,-93,-200,-96,-200,-200,-200,-200,17
-81,-200,-200,-200,-91,-84,-81,-95,-67,-88,-200,-200,-84,-96,-91,16
-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-88,18
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-89,-98,-200,-85,-200,-200,-200,-200,-200,-200,-79,-82,-200,-200,-200,15
-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-85,-85,-200,-200,-200,4
-87,-200,-200,-84,-200,-200,-200,-200,-200,-200,-79,-89,-200,-200,-200,1
-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-91,14
-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-85,-74,19
-82,-200,-200,-200,-90,-200,-200,-91,-80,-79,-200,-200,-73,-200,-200,23
-200,-200,-200,-200,-200,-200,-95,-86,-88,-89,-200,-200,-84,-200,-200,11
-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-90,-200,-85,7
-84,-200,-200,-200,-200,-200,-60,-200,-200,-200,-200,-200,-82,-200,-200,6
-84,-200,-200,-75,-200,-200,-200,-200,-200,-200,-73,-76,-200,-200,-200,13
-84,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-88,-200,-200,-200,-200,-200,-200,-82,-70,-98,-200,-200,-200,-200,-200,9
-81,-200,-200,-200,-93,-84,-95,-95,-69,-88,-200,-200,-86,-96,-91,16
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-84,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,4
