B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,Group
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-86,-200,-92,-200,-200,-200,-82,-200,-77,18
-77,-200,-200,-200,-92,-91,-81,-91,-90,-82,-200,-200,-98,-200,-200,10
-200,-200,-200,-200,-200,-200,-86,-200,-92,-200,-200,-200,-82,-200,-77,18
-200,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,21
-87,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-93,-200,-200,6
-85,-200,-200,-200,-200,-89,-74,-98,-90,-86,-200,-200,-93,-200,-90,16
-83,-200,-200,-200,-87,-200,-93,-200,-77,-79,-200,-200,-69,-200,-200,23
-200,-200,-200,-200,-200,-200,-92,-82,-86,-200,-200,-200,-74,-200,-200,11
-79,-200,-200,-200,-85,-200,-92,-95,-69,-83,-200,-200,-88,-200,-200,9
-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-71,19
-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-91,-86,-200,-200,-200,4
-91,-200,-200,-79,-200,-200,-200,-200,-200,-200,-78,-89,-200,-200,-200,1
-200,-200,-200,-200,-84,-200,-200,-70,-79,-200,-200,-200,-74,-200,-200,8
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-82,-200,-200,-84,-200,-200,-200,-200,-200,-200,-77,-91,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-80,6
-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,21
-84,-200,-200,-200,-200,-89,-73,-98,-79,-91,-200,-200,-90,-200,-90,16
-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-82,-200,-200,-200,-86,-200,-200,-91,-87,-79,-200,-200,-69,-200,-200,23
-86,-200,-200,-200,-85,-200,-200,-91,-71,-85,-200,-200,-92,-200,-200,9
-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-81,-200,-200,-200,-200,-200,-91,-200,-74,-84,-200,-200,-81,-200,-200,10
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-200,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-95,-79,19
-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-85,-89,-200,-200,-200,4
-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-92,-200,-200,-200,-200,-200,-200,-84,-200,-91,-200,-200,-84,-200,-200,11
-93,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,6
-90,-200,-200,-79,-200,-200,-200,-200,-200,-200,-85,-86,-200,-200,-200,15
-200,-200,-200,-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,21
-80,-200,-200,-200,-200,-90,-83,-98,-78,-88,-200,-200,-91,-200,-90,16
-91,-200,-200,-83,-200,-200,-200,-200,-200,-200,-77,-89,-200,-200,-200,1
-77,-200,-200,-200,-90,-200,-91,-94,-84,-80,-200,-200,-69,-200,-200,23
-81,-200,-200,-200,-90,-200,-95,-86,-70,-79,-200,-200,-88,-200,-200,9
-84,-92,-200,-77,-200,-200,-200,-200,-200,-200,-72,-92,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-92,-93,-200,-200,-200,4
-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-81,19
-200,-200,-200,-200,-78,-200,-200,-70,-72,-200,-200,-200,-71,-200,-200,8
-200,-200,-200,-200,-200,-200,-71,-200,-93,-200,-200,-200,-200,-93,-200,6
-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-88,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,21
-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-86,-200,-200,-200,-200,-88,-79,-98,-77,-92,-200,-200,-91,-200,-89,16
-80,-200,-200,-200,-92,-200,-79,-93,-74,-84,-200,-200,-90,-200,-200,10
-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,18
-83,-200,-200,-200,-88,-200,-90,-98,-80,-79,-200,-200,-72,-200,-200,23
-86,-200,-200,-200,-88,-200,-200,-89,-57,-86,-200,-200,-200,-200,-200,9
-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,18
-91,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-90,-81,-89,-200,-200,-200,-76,-200,-200,11
-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-85,-86,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-84,19
-200,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-83,6
-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,21
-94,-200,-200,-84,-200,-200,-200,-200,-200,-200,-83,-88,-200,-200,-200,1
-83,-200,-200,-200,-200,-88,-74,-98,-81,-90,-200,-200,-91,-200,-96,16
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,14
-85,-97,-200,-87,-200,-200,-200,-200,-91,-200,-77,-79,-200,-200,-200,13
-85,-200,-200,-80,-200,-200,-200,-200,-200,-200,-84,-92,-200,-200,-200,15
-87,-200,-200,-200,-91,-200,-92,-200,-75,-82,-200,-200,-70,-200,-200,23
-83,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-85,-200,-200,-200,-86,-200,-200,-86,-56,-90,-200,-200,-91,-200,-200,9
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-83,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-57,-200,-200,-200,-200,-200,-200,-200,-200,6
-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-73,-200,-200,-200,-93,-88,-81,-200,-74,-200,-200,-200,-83,-200,-200,10
-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-78,19
-88,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-77,-200,-200,18
-200,-200,-200,-200,-76,-200,-200,-71,-79,-200,-200,-200,-73,-200,-200,8
-88,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-77,-200,-200,18
-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-200,-200,-200,-200,-83,-91,-95,-200,-200,-74,-200,-200,11
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-80,-200,-200,-200,-90,-200,-90,-91,-89,-79,-200,-200,-76,-200,-200,23
-81,-200,-200,-200,-81,-200,-92,-86,-56,-85,-200,-200,-87,-200,-200,9
-200,-200,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-89,-200,-200,-83,-200,-200,-200,-200,-200,-200,-75,-89,-200,-200,-200,1
-94,-200,-200,-200,-200,-200,-54,-200,-200,-200,-200,-200,-92,-87,-79,6
-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-81,-85,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,14
-80,-200,-200,-78,-200,-200,-200,-200,-200,-200,-72,-81,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-94,-200,-84,19
-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-87,-200,-200,-200,-90,-200,-86,-92,-75,-78,-200,-200,-78,-200,-200,23
-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-84,-200,-200,-200,-85,-200,-200,-86,-58,-81,-200,-200,-91,-200,-200,9
-77,-200,-200,-200,-200,-75,-74,-95,-74,-88,-200,-200,-86,-200,-200,10
-92,-200,-200,-82,-200,-200,-200,-200,-200,-200,-82,-88,-200,-200,-200,15
-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-91,-200,-200,6
-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-74,-76,-200,18
-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-88,-85,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-74,-76,-200,18
-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-92,-82,-92,-94,-200,-200,-72,-200,-200,11
-200,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-83,19
-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-83,-96,-200,-200,-200,1
-200,-200,-200,-200,-75,-200,-200,-69,-70,-200,-200,-200,-70,-200,-200,8
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-92,-200,-94,-94,-85,-82,-200,-200,-74,-200,-200,23
-81,-200,-200,-200,-86,-200,-97,-87,-58,-85,-200,-200,-90,-200,-200,9
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-90,-200,-200,6
-86,-200,-200,-200,-200,-90,-72,-93,-76,-85,-200,-200,-90,-200,-93,16
-200,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,14
-83,-89,-200,-77,-200,-200,-200,-200,-93,-200,-76,-82,-200,-200,-200,13
-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-91,-92,-200,-200,-200,4
-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-70,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-96,-79,19
-89,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-80,-78,-200,18
-90,-200,-200,-200,-88,-200,-92,-89,-80,-79,-200,-200,-70,-200,-200,23
-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,6
-79,-200,-200,-200,-88,-200,-88,-91,-62,-83,-200,-200,-92,-200,-200,9
-82,-200,-200,-200,-200,-90,-80,-93,-82,-86,-200,-200,-90,-200,-93,16
-89,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-80,-78,-200,18
-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-91,-200,-200,-200,-92,-200,-95,-82,-200,-200,-200,-200,-78,-200,-200,11
-200,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,21
-79,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-86,-87,-200,-200,-200,4
-90,-200,-200,-92,-200,-200,-200,-200,-200,-200,-71,-88,-200,-200,-200,1
-82,-200,-200,-84,-200,-200,-200,-200,-200,-200,-86,-87,-200,-200,-200,15
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-97,-97,14
-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-87,-95,-200,-76,-200,-200,-200,-200,-92,-200,-72,-86,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-78,19
-200,-200,-200,-200,-77,-200,-200,-82,-79,-200,-200,-200,-71,-200,-200,8
-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-85,-88,6
-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-85,-200,-200,-200,-92,-200,-97,-92,-72,-78,-200,-200,-70,-200,-200,23
-82,-200,-200,-200,-84,-200,-92,-87,-62,-85,-200,-200,-200,-200,-200,9
-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-91,-200,-200,-200,-200,-90,-82,-93,-79,-96,-200,-200,-94,-200,-93,16
-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-83,-88,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-91,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-84,-77,-90,18
-94,-200,-200,-200,-200,-200,-200,-86,-200,-92,-200,-200,-71,-200,-200,11
-91,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-84,-77,-90,18
-200,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-83,-81,6
-78,-200,-200,-200,-200,-95,-80,-200,-71,-94,-200,-200,-89,-200,-200,10
-85,-200,-200,-88,-200,-200,-200,-200,-200,-200,-79,-88,-200,-200,-200,1
-79,-200,-200,-200,-89,-200,-200,-89,-73,-79,-200,-200,-73,-200,-200,23
-84,-200,-200,-200,-85,-200,-95,-85,-62,-80,-200,-200,-92,-200,-200,9
-78,-200,-200,-200,-200,-90,-72,-93,-82,-96,-200,-200,-94,-200,-93,16
-75,-200,-200,-200,-200,-94,-81,-200,-71,-91,-200,-200,-86,-200,-200,10
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-86,-89,-200,-200,-200,4
-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,14
-83,-200,-200,-77,-200,-200,-200,-200,-200,-200,-73,-78,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-77,19
-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-84,-200,-200,-83,-200,-200,-200,-200,-200,-200,-83,-88,-200,-200,-200,15
-92,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-91,-82,-200,6
-75,-200,-200,-200,-200,-85,-75,-200,-78,-200,-200,-200,-82,-200,-200,10
-75,-200,-200,-200,-200,-90,-86,-93,-78,-96,-200,-200,-91,-200,-96,16
-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-75,-200,-200,-67,-69,-200,-200,-200,-75,-200,-200,8
-85,-200,-200,-200,-86,-200,-92,-93,-74,-82,-200,-200,-70,-200,-200,23
-84,-200,-200,-200,-87,-200,-92,-83,-63,-81,-200,-200,-200,-200,-200,9
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,21
-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-90,-73,-82,18
-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-91,-89,-200,-200,-200,4
-95,-200,-200,-200,-200,-200,-94,-86,-90,-200,-200,-200,-76,-200,-200,11
-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-90,-73,-82,18
-93,-200,-200,-87,-200,-200,-200,-200,-200,-200,-69,-90,-200,-200,-200,1
-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-84,-81,6
-200,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-200,-76,19
-82,-200,-200,-200,-200,-93,-78,-93,-82,-87,-200,-200,-91,-200,-95,16
-86,-200,-200,-200,-86,-200,-89,-87,-73,-88,-200,-200,-75,-200,-200,23
-83,-200,-200,-200,-89,-200,-200,-84,-96,-85,-200,-200,-87,-200,-200,9
-82,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-80,19
-82,-95,-200,-77,-200,-200,-200,-200,-200,-200,-77,-84,-200,-200,-200,13
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,21
-82,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-81,-86,-200,-200,-200,4
-85,-200,-200,-200,-200,-91,-82,-200,-74,-92,-200,-200,-83,-200,-200,10
-93,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-92,-200,-200,6
-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-76,-200,-200,-200,-200,-93,-82,-93,-81,-89,-200,-200,-91,-200,-95,16
-81,-200,-200,-86,-200,-200,-200,-200,-200,-200,-81,-87,-200,-200,-200,15
-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-76,-200,18
-80,-200,-200,-200,-86,-200,-200,-200,-73,-84,-200,-200,-73,-200,-200,23
-78,-200,-200,-200,-85,-200,-92,-200,-55,-84,-200,-200,-92,-200,-200,9
-91,-200,-200,-200,-200,-200,-99,-84,-92,-200,-200,-200,-87,-200,-200,11
-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-71,-200,-200,-75,-78,-200,-200,-200,-79,-200,-200,8
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,21
-90,-200,-200,-90,-200,-200,-200,-200,-200,-200,-68,-87,-200,-200,-200,1
-91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-76,-200,18
-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,4
-88,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,6
-83,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,14
-89,-200,-200,-85,-200,-200,-200,-200,-93,-200,-72,-85,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-86,19
-83,-200,-200,-200,-200,-93,-80,-93,-88,-87,-200,-200,-91,-200,-89,16
-83,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-78,-200,-200,-200,-87,-200,-200,-200,-85,-87,-200,-200,-73,-200,-200,23
-80,-200,-200,-200,-84,-200,-93,-87,-56,-81,-200,-200,-82,-200,-200,9
-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-93,-88,19
-78,-200,-200,-200,-200,-91,-82,-200,-79,-90,-200,-200,-85,-200,-200,10
-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,21
-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-87,-92,-200,-200,-200,4
-89,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-86,-81,-200,6
-200,-200,-200,-200,-200,-200,-86,-200,-89,-200,-200,-200,-92,-82,-200,18
-91,-200,-200,-200,-200,-200,-92,-83,-93,-89,-200,-200,-75,-200,-200,11
-86,-200,-200,-84,-200,-200,-200,-200,-200,-200,-73,-92,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-86,-200,-89,-200,-200,-200,-92,-82,-200,18
-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-80,-200,-200,-200,-200,-93,-77,-93,-82,-85,-200,-200,-91,-200,-89,16
-79,-200,-200,-200,-88,-200,-92,-92,-200,-81,-200,-200,-74,-200,-200,23
-80,-200,-200,-200,-91,-200,-90,-88,-96,-83,-200,-200,-89,-200,-200,9
-200,-200,-200,-60,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-88,-200,-200,-84,-200,-200,-200,-200,-200,-200,-86,-86,-200,-200,-200,15
-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-92,-76,19
-200,-200,-200,-200,-81,-200,-200,-72,-83,-200,-200,-200,-75,-200,-200,8
-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-91,-200,6
-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-89,-87,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-86,-200,-200,-81,-200,-200,-200,-200,-200,-200,-72,-88,-200,-200,-200,13
-72,-200,-200,-200,-200,-91,-75,-200,-80,-89,-200,-200,-86,-200,-200,10
-94,-200,-200,-200,-200,-93,-76,-93,-79,-86,-200,-200,-91,-200,-90,16
-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-81,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,21
-79,-200,-200,-200,-86,-200,-93,-200,-73,-84,-200,-200,-75,-200,-200,23
-82,-200,-200,-200,-90,-200,-97,-82,-56,-84,-200,-200,-92,-200,-200,9
-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-90,-200,-200,-200,-200,-200,-62,-200,-200,-200,-200,-200,-94,-200,-200,6
-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-85,19
-200,-200,-200,-200,-200,-200,-200,-83,-94,-200,-200,-200,-89,-200,-200,11
-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-79,-200,18
-92,-200,-200,-91,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,4
-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-77,-90,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-79,-200,18
-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,21
-94,-200,-200,-200,-200,-93,-71,-93,-88,-99,-200,-200,-91,-200,-90,16
