Group,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15
20,,,-84,,,,,,,,,,,,
9,-92,,,,-89,,,-88,-66,,,,,,
16,-80,,,,-93,-88,-73,-95,-79,-90,,,-86,-95,-92
21,,,,,,,,,,,,,,,
2,,,,-77,,,,,,,,,,,
4,,,,-85,,,,,,,-84,-92,,,
10,-80,,,,,-92,-82,-91,-83,-89,,,-87,,
19,,,,,,,-89,,,,,,,,-89
23,-85,,,,-88,,,-94,-83,-80,,,-70,,
1,,,,-82,,,,,,,-73,-87,,,
13,-79,,,-83,,,,,,,-72,-82,,,
6,-82,,,,,,-72,,,,,,,,
3,,,,-85,,,,,,,,,,,
21,-88,,,,,,,,,,,,,-78,
16,-77,,,,-87,-88,-72,-94,-80,-90,,,-85,-95,-92
9,-89,,,,-84,,,-87,-67,-93,,,-97,,
17,-66,,,,,,-90,,,,-90,,,,
2,,,,-77,,,,,,,,,,,
8,,,,,-70,,,-73,-78,,,,-77,,
14,,,,,,,-82,,,,,,,,
4,,,,-83,,,,,,,-90,,,,
18,,,,,,,-84,,,,,,-78,,
5,-76,,,,,,,,,,,,,,
20,,,-82,,,,,,,,,,,,
19,,,,,,,,,,,,,,-93,-78
18,,,,,,,-84,,,,,,-78,,
23,-82,,,,-88,,,-91,-83,-82,,,-73,,
20,,,-82,,,,,,,,,,,,
6,,,,,,,-70,,,,,,,-92,-83
11,-95,,,,,,,-84,-96,-93,,,-73,,
3,,,,-77,,,,,,,,,,,
15,-93,,,-88,,,,,,,-85,,,,
22,,,,,-83,,,-87,-95,-94,,,-70,,
21,,,,,,,-78,,,,,,,-86,
10,-77,,,,,-92,-78,,-84,,,,-92,,
16,-85,,,,-89,-87,-86,-90,-79,-84,,,-86,-95,-93
9,-88,,,,-98,,,-91,-72,-89,,,-86,,
2,,,,-76,,,,,,,,,,,
1,,,,-84,,,,,,,-74,-88,,,
4,,,,-85,,,,,,,-87,-87,,,
13,-81,-94,,-83,,,,,-91,,-72,-78,,,
23,-87,,,,-86,,,-92,-75,-79,,,-72,,
6,-84,,,,,,-67,,,,,,-87,,-78
19,,,,,,,-88,,,,,,,-92,-82
3,,,,-85,,,,,,,,,,,
17,-74,,,,,,,,,,-91,,,,
14,,,,,,,-88,,,,,,,,
18,-84,,,,,-92,-83,,,,,,,-85,
20,,,-79,,,,,,,,,,,,
21,,,,,,,-69,,,,,,,,
9,-88,,,,-88,,,-84,-58,,,,-88,,
5,-77,,,,,,-93,,-92,,,,,,
16,-79,,,,-89,-86,-76,-92,-81,-85,,,-90,-95,-93
18,-84,,,,,-92,-83,,,,,,,-85,
20,,,-79,,,,,,,,,,,,
2,,,,-77,,,,,,,,,,,
4,,,,-88,,,,,,,-83,-95,,,
11,-90,,,,-93,,-91,-84,-93,-92,,,-72,,
8,,,,,-66,,,-82,-83,,,,-88,,
6,,,,,,,-59,,,,,,,,
23,-81,,,,-89,,,-87,-74,-78,,,-71,,
3,,,,-82,,,,,,,,,,,
10,-83,,,,,,-80,,-84,-90,,,,,
19,,,,,,,-85,,,,,,,,-81
1,,,,-85,,,,,,,-82,-86,,,
21,,,,,,,-66,,-93,,,,,,
16,-78,,,,-89,-90,-74,-92,-76,-82,,,-79,-95,-93
13,-81,,,-79,,,,,,,-80,-86,,,
15,-86,,,-91,,,,,,,-84,-88,,,
9,,,,,-92,,,-88,-57,,,,-89,,
2,,,,-79,,,,,,,,,,,
4,,,,-85,,,,,,,-84,-90,,,
6,,,,,,,-59,,,,,,,,
17,-67,,,,,,,,,,-92,,,,
3,,,,-81,,,,,,,,,,,
14,,,,,,,-86,,,,,,,,
23,-78,,,,-90,,-98,-91,-80,-77,,,-73,,
22,,,,,-84,,,-91,-89,-90,,,-63,,
20,,,-81,,,,,,,,,,,,
18,-94,,,,,,-80,,,,,,-74,-71,
5,-67,,,,,,,,,,,,,,
19,,,,,,,-83,,,,,,,,-83
20,,,-81,,,,,,,,,,,,
21,,,,,,,-56,,,,,,,-96,-81
18,-94,,,,,,-80,,,,,,-74,-71,
16,-80,,,,-86,-89,-73,-92,-70,-82,,,-84,-95,-93
11,-92,,,,,,-94,-82,-87,,,,-73,,
9,-86,,,,,,,-91,-60,,,,-90,,
2,,,,-73,,,,,,,,,,,
10,-83,,,,,-87,-79,,-84,,,,-90,,
6,-83,,,,,,-59,,,,,,-91,,
4,,,,-86,,,,,,,-84,,,,
3,,,,-76,,,,,,,,,,,
8,,,,,-66,,,-67,-81,,,,-84,,
1,-89,,,-86,,,,,,,-74,-88,,,
13,-88,,,-78,,,,,,,-73,-75,,,
21,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,-83
16,-80,,,,-92,-89,-80,-91,-71,-80,,,-86,-95,-93
9,-94,,,,-84,,,-90,-59,,,,,,
6,,,,,,,-54,,,,,,,,
14,,,,,,,-83,,,,,,,,-89
23,-83,,,,-95,,-96,-97,-73,-81,,,-75,,
2,,,,-76,,,,,,,,,,,
20,,,-78,,,,,,,,,,,,
3,,,,-78,,,,,,,,-88,,,
4,-91,,,-84,,,,,,,-86,,,,
15,-88,,,-86,,,,,,,-86,-91,,,
5,-77,,,,,,,,-89,,,,,,
18,,,,,,,,,,,,,-78,,
20,,,-78,,,,,,,,,,,,
11,-92,,,,,,-92,-81,-88,,,,-82,,
23,-84,,,,-93,,,-94,-82,-81,,,-69,,
18,,,,,,,,,,,,,-78,,
10,-82,,,,,-92,-81,,-92,-99,,,,,-86
19,,,,,,,-90,,,,,,,,-80
16,-84,,,,-88,-89,-81,-91,-74,-82,,,-89,-95,-93
21,,,,,,,-61,,,,,,,,
1,-88,,,-90,,,,,,,-74,-89,,,
9,-86,,,,-88,,,-91,-64,-96,,,,,
6,,,,,,,-56,,,,,,,-86,
2,,,,-88,,,,,,,,,,,
4,,,,-84,,,,,,,-84,-89,,,
13,-80,,,-74,,,,,,,-76,-74,,,
3,,,,-67,,,,,,,,,,,
22,,,,,-85,,,-91,-91,,,,-64,,
23,-80,,,,-91,,,-93,-83,-79,,,-71,,
8,,,,,-71,,,-75,-83,,,,-88,,
17,-66,,,,,,,,,,-96,,,,
16,-81,,,,-90,-94,-77,-91,-74,-87,,,-89,-95,-93
14,,,,,,,-79,,,,,,,,-87
21,-87,,,,,,-62,,,,,,,,
20,-82,,-78,,,,,,,,,,,,
19,,,,,,,-84,,,,,,,,-86
6,-93,,,,,,-57,,,,,,,-85,
18,,,,,,,,,,,,,,,-86
5,-71,,,,,,,,-89,,,,,,
20,-82,,-78,,,,,,,,,,,,
9,-86,,,,-90,,,-89,-60,-91,,,-93,,
3,-95,,,-59,,,,,,,,,,,
18,,,,,,,,,,,,,,,-86
2,,,,-83,,,,,,,,,,,
11,,,,,,,,-83,-92,,,,-77,,
4,-91,,,-88,,,,,,,-84,-89,,,
10,-77,,,,,-86,-76,,-87,,,,-97,,-88
15,-91,,,-87,,,,,,,-87,-89,,,
23,-80,,,,-91,,,-93,-93,-80,,,-72,,
1,-88,,,-85,,,,,,,-75,-90,,,
21,,,,,,,,,,,,,,,
6,,,,,,,-57,,,,,,,,
16,-82,,,,-87,-92,-73,-92,-67,-90,,,-89,-95,-93
3,,,,-59,,,,,,,,-93,,,
13,-83,,,-75,,,,,-96,,-72,-75,,,
19,,,,,,,-85,,,,,,,-86,-92
9,-87,,,,-84,,,-88,-59,-94,,,-91,,
2,,,,-73,,,,,,,,,,,
4,,,,-87,,,,,,,-85,-90,,,
14,,,,,,,-82,,,,,,,,
20,,,-79,,,,,,,,,,,,
23,-76,,,,-93,,-94,-92,-88,-79,,,-74,,
20,,,-79,,,,,,,,,,,,
8,,,,,-69,,,-70,-84,,,,-82,,
18,-90,,,,,,,,,,,,,-77,
21,-92,,,,,,-59,,,,,,-88,-82,
5,-70,,,,,,,,,,,,,,
16,-80,,,,-89,-92,-73,-89,-71,-85,,,-86,-95,-93
11,,,,,,,,-82,-93,,,,-72,,
6,-84,,,,,,-63,,,,,,-85,,
3,-90,,,-57,,,,,,,,,,,
18,-90,,,,,,,,,,,,,-77,
9,-90,,,,-82,,,-89,-62,,,,-91,,
10,-81,,,,-95,,-83,,-83,,,,,,
19,,,,,,,-86,,,,,,,-88,-78
7,-81,,-86,-91,,,,,,,,,,,
2,,,,-76,,,,,,,,,,,
1,-87,,,-86,,,,,,,-74,-88,,,
4,,,,-90,,,,,,,-86,-91,,,
23,-75,,,,-85,,,,-83,-78,,,-73,,
13,-87,,,-75,,,,,,,-72,-89,,,
21,-87,,,,,,,,,,,,,,
6,-86,,,,,,-63,,,,,,-82,-91,-88
22,,,,,-85,,,-87,-93,-93,,,-64,,
15,-89,,,-88,,,,,,,-84,-93,,,
3,-86,,,-73,,,,,,,,,,,
17,-64,,,,,,,,-93,,-93,,,,
20,,,-79,,,,,,,,,,,,
9,-85,,,,-90,,,-90,-72,,,,-88,,
14,,,,,,,-80,,,,,,,,-88
19,,,,,,,-90,,,,,,,,-77
2,,,,-76,,,,,,,,,,,
7,-91,,,,,,,,,,,,-91,-97,-97
20,,,-79,,,,,,,,,,,,
4,-94,,,-88,,,,,,,-82,-90,,,
18,,,,,,,,,,,,,-78,-78,-92
5,-75,,,,,,,,,,,,,,
11,,,,,,,-89,-82,,-90,,,-77,,
18,,,,,,,,,,,,,-78,-78,-92
23,-82,,,,-84,,,,-80,-82,,,-74,,
6,-88,,,,,,-68,,,,,,,,
3,-89,,,-57,,,,,,,,,,,
10,-76,,,,,-88,-78,,-84,,,,-91,,-89
21,,,,,,,-58,,,,,,,-83,
8,,,,,-71,,,-65,-85,,,,-81,,
1,-88,,,,,,,,,,-73,-86,,,
9,-90,,,,-87,,,-85,-59,-92,,,-85,,
2,,,,-80,,,,,,,,,,,
7,-84,,-96,,,,,,,,,,-89,,-84
19,,,,,,,-91,,,,,,,-95,-93
13,-83,-93,,-76,,,,,-94,,-73,-76,,,
4,,,,-89,,,,,,,-87,,,,
6,-85,,,,,,-78,,,,,,,,
21,,,,,,,-57,,,,,,,,
17,-65,,,,,,,,,,,,,,
3,,,,-72,,,,,,,,-92,,,
23,-79,,,,-89,,,,-77,-80,,,-72,,
20,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,
14,,,,,,,-81,,,,,,,,
16,-80,,,,-93,-89,-83,-89,-77,-82,,,-86,-95,-93
18,,,,,,,,,,,,,-79,-81,
5,-66,,,,,,,,,,,,,,
11,,,,,-95,,,-84,,-92,,,-79,,
15,-87,,,-81,,,,,,,-84,-83,,,
9,-86,,,,-87,,,-91,-63,,,,-86,,
2,,,,-74,,,,,,,,,,,
18,,,,,,,,,,,,,-79,-81,
7,-84,,-91,,,,,,,,,,-89,-99,
4,,,,-87,,,,,,,-83,-89,,,
10,-80,,,,,-91,-85,,-87,,,,-90,,
1,-86,,,-84,,,,,,,-77,-88,,,
22,,,,,-85,,,-86,,-96,,,-66,,
6,,,,,,,-72,,,,,,,,
3,,,,-57,,,,,,,,,,,
21,,,,,,,-64,,,,,,,,
23,-87,,,,-86,,,,-75,-80,,,-71,,
19,,,,,,,,,,,,,,-92,
8,,,,,-66,,,-75,-81,,,,-72,,
13,-81,,,-84,,,,,,,-72,-82,,,
16,-80,,,,-91,-90,-71,-89,-75,-86,,,-91,-95,-89
9,-89,,,,-84,,,-85,-66,-91,,,-90,,
2,,,,-73,,,,,,,,,,,
7,-80,,-94,,,,-96,,,,,,-90,,-85
20,,,-81,,,,,,,,,,,,
4,-95,,,-88,,,,,,,-93,-89,,,
6,-89,,,,,,-72,,,,,,,,
14,,,,,,,-80,,,,,,,,-91
3,-89,,,-53,,,,,,,,-92,,,
20,,,-81,,,,,,,,,,,,
21,,,,,,,-58,,,,,,,,
23,-92,,,,-95,,,,-83,-79,,,-70,,
5,-80,,,,,,,,,,,,,,
11,,,,,,,,-83,-88,,,,-89,,
18,-85,,,,,,-90,,,,,,-82,-86,
18,-85,,,,,,-90,,,,,,-82,-86,
16,-81,,,,-87,-87,-74,-89,-78,-86,,,-84,-95,-89
10,-78,,,,,-90,-74,,-93,,,,-85,,
1,-90,,,-88,,,,,,,-69,-89,,,
9,-86,,,,-89,,,-87,-67,-92,,,-84,,
2,,,,-73,,,,,,,,,,,
19,,,,,,,-87,,,,,,,-93,-77
6,-88,,,,,,,,,,,,,,
7,-91,,-86,-93,,,,,,,,,-93,-94,-84
3,-93,,,-68,,,,,,,,,,,
15,-89,,,-86,,,,,,,-84,-84,,,
4,-91,,,-90,,,,,,,-87,-91,,,
21,-83,,,,,,-64,,,,,,,,
13,-82,,,-79,,,,,,,-78,-84,,,
23,-91,,,,-90,,,-93,-79,-80,,,-74,,
17,-68,,,,,,-88,,,,,,,,
20,,,-80,,,,,,,,,,,,
16,-81,,,,-91,-87,-78,-92,-80,-86,,,-89,-93,-89
8,,,,,-70,,,-79,-80,,,,-83,,
14,,,,,,,-84,,,,,,,,-95
20,,,-80,,,,,,,,,,,,
9,-83,,,,-88,,,-88,-65,,,,-92,,
6,-87,,,,,,,,,,,,,,
22,,,,,-84,,,-85,-91,-90,,,-76,,
3,,,,-62,,,,,,,,,,,
7,-80,,-86,-96,,,-93,,,,,,-94,-94,-83
5,-79,,,,,,,,,,,,,,
4,-93,,,-83,,,,,,,-87,-90,,,
11,-95,,,,,,-92,-84,-88,-89,,,-74,,
18,,,,,,,-84,,,,,,-81,-82,
2,,,,-86,,,,,,,,,,,
18,,,,,,,-84,,,,,,-81,-82,
21,,,,,,,-60,,,,,,,,
10,-83,,,,,-81,-75,,-82,,,,,,
23,-93,,,,-86,,,-96,-82,-84,,,-71,,
1,-89,,,,,,,,,,-69,-85,,,
19,,,,,,,-84,,,,,,,,
16,-87,,,,-91,-88,-76,-92,-72,-87,,,-82,-93,-89
6,-85,,,,,,-66,,,,,,-85,-94,-77
3,-94,,,-69,,,,,,,,-94,,,
9,-88,,,,-87,,,,-65,-89,,,-87,,
2,,,,-76,,,,,,,,,,,
13,-81,,,-78,,,,,,,-73,-75,,,
7,-82,,-85,-95,,,,,,,,,-91,,-85
4,-91,,,-88,,,,,,,-82,-89,,,
20,,,-81,,,,,,,,,,,,
21,,,,,,,-59,,,,,,,,-82
19,,,,,,,-84,,,,,,,,-87
15,-90,,,-83,,,,,,,-85,-91,,,
14,,,,,,,-86,,,,,,,,
23,-92,,,,-90,,,,-77,-78,,,-75,,
20,,,-81,,,,,,,,,,,,
19,,,,,,,-90,,,,,,,,
16,-79,,,,-89,-90,-79,-92,-73,-83,,,-82,-93,-89
6,-86,,,,,,-67,,,,,,-88,,
5,-70,,,,,,,,-93,,-94,,,,
3,,,,-70,,,,,,,,,,,
11,,,,,,,-92,-83,-90,-91,,,-86,,
18,,,,,,,-78,,,,,,-84,-85,
9,-89,,,,-82,,,,-66,-90,,,-98,,
8,,,,,-67,,,-69,-78,,,,-82,,
10,-74,,,,,-89,-79,,-84,-91,,,-93,,
2,,,,-71,,,,,,,,,,,
18,,,,,,,-78,,,,,,-84,-85,
1,-86,,,-92,,,,,,,-71,-88,,,
7,-87,,-91,,,,-93,,,,,,-90,,-82
4,,,,-86,,,,,,,-83,-92,,,
21,,,,,,,-64,,,,,,,,
23,-88,,,,-91,,,,-76,-80,,,-73,,
19,,,,,,,-88,,,,,,,,-85
16,-85,,,,-89,-85,-75,-94,-72,-83,,,-95,-93,-89
6,,,,,,,-68,,,,,,,,-78
3,,,,-67,,,,,,,,,,,
13,-91,,,-80,,,,,,,-77,-75,,,
22,,,,,-83,,,-92,,-90,,,-75,,
20,-88,,-86,,,,,,,,,,,,
9,-87,,,,-84,,,-89,-70,-91,,,-86,,
17,-64,,,,,,,,-94,,-89,,,,
2,,,,-87,,,,,,,,,,,
20,-88,,-86,,,,,,,,,,,,
14,,,,,,,-93,,,,,,,-97,-90
7,-92,,-90,,,,,,,,,,-93,,-84
4,-91,,,-86,,,,,,,,-88,,,
21,,,,,,,-65,,,,,,,,
5,-69,,,,,,,,,,,,,,
23,,,,,-89,,,,-77,-78,,,-72,,
11,,,,,,,-90,-84,-88,-92,,,-82,,
18,,,,,,,,,,,,,-80,-86,
19,,,,,,,-89,,,,,,,,-84
6,,,,,,,-57,,,,,,-87,,
10,-83,,,,,-85,-77,,-76,-92,,,,,
15,-88,,,-82,,,,,,,-83,-84,,,
16,-80,,,,-89,-82,-74,-94,-70,-84,,,-85,-93,-89
3,,,,-70,,,,,,,,,,,
1,-85,,,,,,,,,,-72,-88,,,
18,,,,,,,,,,,,,-80,-86,
9,-89,,,,-91,,,-92,-65,-88,,,-93,,
2,,,,-79,,,,,,,,,,,
8,,,,,-68,,,-72,-91,,,,-74,,
7,-87,,-86,-93,,,,,,,,,-98,-95,-82
4,,,,-84,,,,,,,-85,-89,,,
21,,,,,,,,,,,,,,,
13,-83,,,-83,,,,,,,-72,-75,,,
23,-84,,,,-86,,,,-75,-79,,,-72,,
20,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,-85,,
17,-77,,,,,,,,,,-93,,,,
3,,,,-76,,,,,,,,,,,
19,,,,,,,,,,,,,,-90,-77
20,,,,,,,,,,,,,,,
16,-79,,,,-89,-86,-73,-90,-73,-87,,,-91,-93,-89
14,,,,,,,-85,,,,,,,,-95
9,-91,,,,-82,,,-93,-61,-89,,,-94,,
2,,,,-78,,,,,,,,,,,
21,,,,,,,-56,,,,,,,,
5,-73,,,,,,,,,,,,,,
11,,,,,,,-90,-83,,,,,-72,,
7,-84,,-85,-96,,,,,,,,,,,-82
18,,,,,,,,,,,,,-76,-85,-78
4,-91,,,-88,,,,,,,-91,-89,,,
10,-80,,,,,,-84,-98,-81,-94,,,-86,,
1,-85,,,,,,,,,,-69,-85,,,
18,,,,,,,,,,,,,-76,-85,-78
6,,,,,,,-66,,,,,,,-94,-77
23,-82,,,,-85,,-90,-92,-73,-80,,,-72,,
3,,,,-79,,,,,,,,,,,
16,-79,,,,-89,-88,-81,-90,-71,-86,,,-84,-93,-89
19,,,,,,,-94,,,,,,,-91,-79
22,,,,,-88,,,-92,-90,-90,,,-59,,
15,-90,,,-86,,,,,,,-85,-87,,,
9,-95,,,,-84,,,-90,-71,,,,,,
2,,,,-78,,,,,,,,,,,
21,,,,,,,-60,,,,,,,,
13,-88,-96,,-79,,,,,-95,,-80,-82,,,
20,,,-88,,,,,,,,,,,,
8,,,,,-65,,,-69,-84,,,,-72,,
7,-87,,-89,-93,,,,,,,,,-90,,-84
4,-91,,,-85,,,,,,,-83,,,,
17,-81,,,,,,,,-92,,,,,,
3,,,,-77,,,,,,,,,,,
6,,,,,,,-64,,,,,,,,-82
20,,,-88,,,,,,,,,,,,
14,,,,,,,-77,,,,,,,,
23,-82,,,,-91,,-93,,-74,-78,,,-75,,
16,-85,,,,-89,-87,-81,-90,-71,-81,,,-84,-93,-89
11,,,,,,,-88,-86,-92,-99,,,-72,,
5,-79,,,,,,,,,,,,,,
19,,,,,,,-90,,,,,,,,-77
10,-86,,,,,-89,-82,,-78,,,,-88,,
18,,,,,,,-90,,,,,,-83,,
1,-89,,,,,,,,,,-69,-86,,,
9,-91,,,,-82,,,-86,-66,-90,,,-85,,
21,-89,,,,,,-61,,,,,,,-76,-83
2,,,,-77,,,,,,,,,,,
18,,,,,,,-90,,,,,,-83,,
7,-90,,-89,-94,,,-93,,,,,,,-94,-85
4,,,,-85,,,,,,,,-89,,,
3,,,,-83,,,,,,,,,,,
6,,,,,,,,,,,,,,,-83
23,-84,,,,-87,,,-92,-76,-80,,,-72,,
16,-82,,,,-89,-87,-82,-90,-77,-86,,,-84,-93,-89
20,-84,,-84,,,,,,,,,,,,
13,-86,,,-86,,,,,,,-82,-80,,,
17,-72,,,,,,-91,,-85,,,,,,
19,,,,,,,,,,,,,,,-88
20,-84,,-84,,,,,,,,,,,,
21,,,,,,,-66,,,,,,,-91,
9,-87,,,,-88,,,-90,-68,-89,,,-85,,
14,,,,,,,-88,,,,,,,,
2,,,,-81,,,,,,,,,,,
3,,,,-74,,,,,,,,,,,
6,-91,,,,,,-82,,,,,,-88,,
15,-85,,,-84,,,,,,,-85,,,,
4,-92,,,-86,,,,,,,-82,-90,,,
7,-86,,-94,,,,-92,,,,,,-91,,-85
8,,,,,-76,,,-76,-81,,,,-72,,
5,-78,,,,,,,,,,,,,,
11,,,,,-92,,-94,-82,-90,-90,,,-76,,
22,,,,,-86,,,-90,-90,-88,,,-66,,
16,-82,,,,-89,-87,-72,-90,-73,-80,,,-84,-93,-89
1,-85,,,,,,,,,,-80,-86,,,
10,-77,,,,-94,,-79,,-74,,,,-90,,
23,-79,,,,-85,,-93,-95,-73,-78,,,-74,,
18,,,,,,,-85,,,,,,-78,-80,
18,,,,,,,-85,,,,,,-78,-80,
9,-83,,,,-80,,,-93,-62,-90,,,-89,,
19,,,,,,,-93,,,,,,,,-93
2,,,,-76,,,,,,,,,,,
21,-85,,,,,,-65,,-91,,,,,-85,
6,,,,,,,-71,,,,,,-87,,
3,,,,-74,,,,,,,,,,,
4,-94,,,-87,,,,,,,-82,-95,,,
7,-84,,-87,-97,,,,,,,,,-92,,-83
20,,,-79,,,,,,,,,,,,
13,-97,,,-79,,,,,-94,,-71,-83,,,
16,-84,,,,-91,-89,-73,-92,-68,-86,,,-93,-93,-89
20,,,-79,,,,,,,,,,,,
17,-76,,,,,,,,-91,,,,,,
23,-79,,,,-88,,-96,-94,-75,-82,,,-71,,
14,,,,,,,-77,,,,,,,,
3,,,,-79,,,,,,,,,,,
9,-87,,,,-80,,,-90,-61,-90,,,-89,,
6,,,,,,,-85,,,,,,,,
21,,,,,,,,,,,,,,-88,
2,,,,-79,,,,,,,,,,,
19,,,,,,,-91,,,,,,,-89,-76
5,-67,,,,,,,,,,,,,,
11,,,,,,,-94,-82,-89,,,,-76,,
1,-88,,,,,,,,,,-70,-85,,,
10,-76,,,,,-90,-80,,-73,,,,-83,,
18,-86,,,,,,-82,,,,,,,,
4,,,,-85,,,,,,,-82,-94,,,
7,-91,,-85,,,,-89,,,,,,-90,,-83
18,-86,,,,,,-82,,,,,,,,
8,,,,,-70,,,-72,-75,,,,-83,,
15,-87,,,-84,,,,,,,-85,-83,,,
16,-84,,,,-91,-88,-72,-92,-76,-80,,,-93,-93,-89
23,-83,,,,-86,,-94,-88,-78,-81,,,-72,,
3,,,,-73,,,,,,,,,,,
6,,,,,,,-81,,,,,,-86,,
20,-82,,-82,,,,,,,,,,,,
21,-86,,,,,,-58,,-87,,,,,-85,
9,-84,,,,-80,,,-92,-79,-87,,,-94,,
2,,,,-81,,,,,,,,,,,
13,-85,,,-81,,,,,-92,,-71,-84,,,
19,,,,,,,-96,,,,,,,,-84
17,-79,,,,,,,,-96,,,,,,
20,-82,,-82,,,,,,,,,,,,
4,,,,-82,,,,,,,-88,,,,
14,,,,,,,-82,,,,,,,,
7,-86,,-86,,,,-88,,,,,,-91,-93,-84
16,-81,,,,-94,-88,-73,-92,-71,-82,,,-90,-93,-89
22,,,,,-86,,,-89,-92,,,,-63,,
23,-80,,,,-94,,-95,-91,-76,-83,,,-72,,
1,-91,,,,,,,,,,-79,-88,,,
5,-74,,,,,,,,-91,,,,,,
11,,,,,,,,-82,-87,,,,-72,,
10,-83,,,,,-90,-80,,-73,-90,,,-83,,
3,,,,-71,,,,,,,,,,,
6,-83,,,,,,-70,,,,,,-81,,
18,-91,,,,,,,,,,,,-94,-84,
21,,,,,,,-62,,-90,,,,,-86,
18,-91,,,,,,,,,,,,-94,-84,
9,-84,,,,-84,,,-89,-80,-84,,,-88,,
2,,,,-84,,,,,,,,,,,
19,,,,,,,-88,,,,,,,,-88
4,-95,,,-85,,,,,,,-82,,,,
7,-87,,-88,-93,,,-94,,,,,,-91,,-84
16,-83,,,,-94,-86,-73,-92,-66,-89,,,-90,-93,-89
8,,,,,-69,,,-73,-86,,,,-70,,
23,-81,,,,-89,,,-89,-75,-82,,,-74,,
20,,,-80,-86,,,,,,,,,,,
3,,,,-69,,,,,,,,,,,
15,-87,,,-84,,,,,,,-83,-91,,,
6,-85,,,,,,-72,,,,,,-87,-95,
20,,,-80,-86,,,,,,,,,,,
13,-83,,,-77,,,,,-91,,-77,-73,,,
17,-71,,,,,,,,-87,,,,,,
21,-83,,,,,,-65,,,,,,-90,,
14,,,,,,,-80,,,,,,,,
9,-89,,,,-94,,,-89,-64,-88,,,-91,,
2,,,,-74,,,,,,,,,,,
4,,,,-85,,,,,,,-84,,,,
19,,,,,,,-91,,,,,,,-92,-91
1,-86,,,,,,,,,,-79,-86,,,
7,-88,,-95,,,,-94,,,,,,-94,,
10,-80,,,,-95,-92,-75,,-73,-90,,,-87,,
5,-68,,,,,,,,,,,,,,
11,,,,,,,-92,-84,-88,,,,-85,,
18,,,,,,,-79,,,,,,-79,,-79
23,-94,,,,-87,,-94,-89,-75,-84,,,-74,,
3,,,,-83,,,,,,,-94,,,,
6,,,,,,,-73,,,,,,-87,,
18,,,,,,,-79,,,,,,-79,,-79
21,,,,,,,-64,,-93,,,,,-83,
22,,,,,-86,,,-101,,-88,,,-65,,
9,-88,,,,-88,,,,-67,-86,,,-91,,
2,,,,-71,,,,,,,,,,,
20,,,-77,,,,,,,,,,,,
4,-88,,,-86,,,,,,,-85,,,,
20,,,-77,,,,,,,,,,,,
7,-86,,-90,,,,-92,,,,,,-91,-95,-85
19,,,,,,,-89,,,,,,,,-85
13,-89,,,-79,,,,,,,-84,-87,,,
17,-71,,,,,,-88,,-95,,-91,,,,
3,,,,-70,,,,,,,,,,,
14,,,,,,,-78,,,,,,,,-92
6,,,,,,,-71,,,,,,,,-89
23,-83,,,,-91,,-93,-94,-84,-77,,,-76,,
8,,,,,-69,,,-78,-85,,,,-71,,
21,,,,,,-92,-65,,,,,,,-83,-85
1,-85,,,,,,,,,,-70,-90,,,
15,-90,,,-83,,,,,,,-85,-87,,,
10,-85,,,,,-82,-78,,-77,-94,,,-82,,
11,,,,,,,,-82,-88,,,,-80,,
9,-87,,,,-88,,,-88,-65,-88,,,-90,,
5,-74,,,,,,,,,,,,,,
2,,,,-77,,,,,,,,,,,
18,,,,,,,-91,,,,,,-89,-93,
4,,,,-86,,,,,,,-91,,,,
7,-87,,-94,,,,,,,,,,-91,,-83
18,,,,,,,-91,,,,,,-89,-93,
3,,,,-72,,,,,,,,,,,
19,,,,,,,-82,,,,,,,-86,-85
6,-92,,,,,,-72,,,,,,,,
23,-83,,,,-90,,,,-87,-80,,,-76,,
16,-83,,,,-93,-86,-73,-92,-67,-85,,,-91,-93,-89
21,,,,,,,-62,,,,,,,,
20,,,-79,,,,,,,,-84,,,,
20,,,-79,,,,,,,,-84,,,,
9,-86,,,,-93,,,-92,-72,-84,,,,,
2,,,,-77,,,,,,,,,,,
13,,,,-83,,,,,,,-90,-87,,,
17,-74,,,,,,,,,,-91,,,,
14,,,,,,,-80,,,,,,,,-92
4,-87,,,-86,,,,,,,-84,-93,,,
3,,,,-76,,,,,,,,,,,
7,-86,,-88,,,,,,,,,,-92,,-84
1,-91,,,-92,,,,,,,-78,-87,,,
19,,,,,,,-93,,,,,,,-88,-83
10,-86,,,,,-83,-89,,-75,-93,,,-85,,
23,-81,,,,-88,,-93,,-80,-80,,,-73,,
21,-86,,,,,,-62,,-91,,,,,,
5,-73,,,,,,,,,,,,,,
11,,,,,-92,,-91,-84,-88,,,,-77,,
16,-82,,,,-93,-90,-72,-92,-70,-81,,,-89,-93,-89
8,,,,,-67,,,-68,-87,,,,-70,,
18,-92,,,,,,-90,,,,,,-81,,-87
22,,,,,-87,,,-93,-86,-89,,,-72,,
9,-85,,,,-81,,,-87,-64,-84,,,-91,,
2,,,,-86,,,,,,,,,,,
18,-92,,,,,,-90,,,,,,-81,,-87
6,,,,,,,-69,,,,,,-88,,-79
15,-89,,,-85,,,,,,,-88,-87,,,
